n;preco;bairro;tipo;endereco;cidade;quartos;suites;vagas;area;cobertura
1460;600000;Distrito Industrial;Sitio;Avenida Pinheiro Machado;Pelotas RS;3;0;0;25;0
1475;600000;CENTRO;Casa;;Pelotas RS;2;0;1;133;0
1630;600000;Cascata;Sitio;Br 392 Km 79/80;Pelotas RS;4;0;0;20000;0
1663;600000;FRAGATA;Casa;Endereco Nao Informado;Pelotas RS;3;1;0;240;0
2153;600000;FRAGATA;Chacara;;Pelotas RS;3;0;1;200;0
2337;600000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;2;1;4;324;0
2363;600000;AREAL;Casa;;Pelotas RS;7;2;4;261;0
2364;600000;FRAGATA;Casa;Proximo Policia Federal;Pelotas RS;3;1;2;240;0
2515;600000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;4;0;1;250;0
2559;600000;PORTO;Casa;Dom Pedro II;Pelotas RS;3;1;1;200;0
2655;600000;CENTRO;Apartamento;;Pelotas RS;3;1;2;137;0
2751;600000;LARANJAL;Casa;;Pelotas RS;3;1;4;240;0
2860;600000;TRES VENDAS;Loja/Salao;Avenida Dom Joaquim;Pelotas RS;;0;0;47;0
2880;600000;Zona Norte;Casa;;Pelotas RS;4;1;2;190;0
3062;600000;CENTRO;Conjunto Comercial/Sala;;Pelotas RS;;0;0;90;0
3325;600000;INDETERMINADO;Chacara;Brbarao Br;Pelotas RS;3;0;0;2;0
3351;600000;CENTRO;Casa Comercial;;Pelotas RS;3;2;0;210;0
3565;600000;FRAGATA;Casa;Rua Campos Sales;Pelotas RS;5;1;7;195;0
3743;600000;PORTO;Casa;Tiradentes;Pelotas RS;2;1;1;150;0
3752;600000;CENTRO;Apartamento;Proximo;Pelotas RS;3;1;1;130;0
3860;600000;CENTRO;Casa;;Pelotas RS;4;0;1;164;0
3879;600000;INDETERMINADO;Chacara;Brbarao Br;Pelotas RS;3;0;0;2;0
3916;600000;CENTRO;Casa;;Pelotas RS;3;1;3;234;0
3927;600000;CENTRO;Predio Inteiro;;Pelotas RS;;0;0;188;0
3947;600000;CENTRO;Apartamento;;Pelotas RS;3;1;2;137;0
4107;600000;AREAL;Apartamento;Rua Felipe dos Santos;Pelotas RS;3;1;2;165;1
4117;600000;LARANJAL;Casa;;Pelotas RS;2;0;1;150;0
4356;600000;CENTRO;Casa;;Pelotas RS;2;0;1;133;0
4403;600000;PORTO;Casa;Tiradentes;Pelotas RS;2;1;1;150;0
4439;600000;CENTRO;Conjunto Comercial/Sala;Endereco Nao Informado;Pelotas RS;;0;0;180;0
4896;600000;Distrito Industrial;Sitio;Avenida Pinheiro Machado;Pelotas RS;3;0;0;25;0
4911;600000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;4;0;1;250;0
4958;600000;TRES VENDAS;Casa;Nilo Pecanha;Pelotas RS;3;0;2;230;0
5020;600000;LARANJAL;Casa;;Pelotas RS;4;1;3;245;0
5031;600000;AREAL;Casa;;Pelotas RS;7;2;4;261;0
5109;600000;TRES VENDAS;Terreno Padrao;Br;Pelotas RS;;0;0;;0
5157;600000;FRAGATA;Terreno Padrao;Rua Ruy Barbosa;Pelotas RS;;0;0;;0
5254;600000;CENTRO;Casa Comercial;Endereco Nao Informado;Pelotas RS;;0;0;193;0
5270;600000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;0;0;110;0
5346;600000;CENTRO;Predio Inteiro;Quinze de Novembro;Pelotas RS;;0;0;214;0
5402;600000;FRAGATA;Terreno Padrao;Avenida Theodoro Muller;Pelotas RS;;0;0;;0
5497;600000;CENTRO;Predio Inteiro;Quinze de Novembro;Pelotas RS;;0;0;313;0
2036;599000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;3;3;6;249;0
4432;599000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;3;3;6;249;0
569;595000;INDETERMINADO;Casa;Marques Marica De;Pelotas RS;4;1;2;220;0
3182;595000;CENTRO;Apartamento;;Pelotas RS;5;1;0;470;1
3656;595000;AREAL;Casa;Rua Miguel Meirelles;Pelotas RS;3;1;1;190;0
4032;595000;AREAL;Casa;Rua Miguel Meirelles;Pelotas RS;3;1;1;190;0
1065;590655;Zona Norte;Conjunto Comercial/Sala;Dom Joaquim;Pelotas RS;;0;0;97;0
1556;590655;Zona Norte;Conjunto Comercial/Sala;Dom Joaquim;Pelotas RS;;0;0;97;0
1702;590655;Zona Norte;Conjunto Comercial/Sala;Dom Joaquim;Pelotas RS;;0;0;97;0
300;590000;LARANJAL;Casa;Endereco Nao Informado;Pelotas RS;3;1;1;196;0
656;590000;LARANJAL;Terreno Padrao;Avenida Adolfo Fetter;Pelotas RS;;0;0;;0
784;590000;AREAL;Casa;;Pelotas RS;4;1;2;188;0
840;590000;CENTRO;Apartamento;Rua Anchieta;Pelotas RS;3;1;1;198;0
1170;590000;AREAL;Casa;R Prof Celso Benites;Pelotas RS;5;1;2;255;0
1174;590000;Zona Norte;Apartamento;;Pelotas RS;3;1;1;190;0
1486;590000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;4;1;2;255;0
1951;590000;FRAGATA;Casa;Rua Dr Gervasio Alves Pereira;Pelotas RS;2;0;1;125;0
2199;590000;LARANJAL;Casa;Rua Vila da Maia;Pelotas RS;3;1;1;158;0
2988;590000;CENTRO;Apartamento;;Pelotas RS;3;0;3;200;1
3155;590000;AREAL;Casa;;Pelotas RS;5;1;2;255;0
3320;590000;CENTRO;Apartamento;Rua Uruguai;Pelotas RS;3;0;3;150;0
3331;590000;CENTRO;Casa Comercial;Padre Felicio;Pelotas RS;;0;0;;0
3722;590000;TRES VENDAS;Casa;Rua Carlos Gomes;Pelotas RS;3;1;1;287;0
3748;590000;CENTRO;Casa;;Pelotas RS;4;1;2;219;0
3823;590000;LARANJAL;Casa;Rua Vila da Maia;Pelotas RS;3;1;1;158;0
4371;590000;LARANJAL;Casa;Endereco Nao Informado;Pelotas RS;3;1;1;196;0
4404;590000;CENTRO;Casa;;Pelotas RS;4;1;2;219;0
4675;590000;FRAGATA;Casa;Rua Dr Gervasio Alves Pereira;Pelotas RS;2;0;1;125;0
4825;590000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;0;1;136;0
5214;590000;Santa Terezinha;Casa;Sao Joao;Pelotas RS;3;0;2;240;0
3108;586000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;3;1;1;195;0
1952;585000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;2;2;2;250;0
2358;585000;CENTRO;Casa;Tres de Maio;Pelotas RS;5;1;1;;0
2419;585000;CENTRO;Casa;Goncalves Chaves;Pelotas RS;5;0;1;100;0
3251;585000;FRAGATA;Casa;Endereco Nao Informado;Pelotas RS;3;1;5;350;0
4490;585000;CENTRO;Casa;Tres de Maio;Pelotas RS;5;1;1;;0
5030;585000;FRAGATA;Casa;Endereco Nao Informado;Pelotas RS;3;1;5;350;0
4144;583000;CENTRO;Casa;Rua Santos Dumont;Pelotas RS;4;0;1;143;0
2032;581000;AREAL;Casa;Antoninho Soares;Pelotas RS;3;0;2;178;0
4888;581000;AREAL;Casa;Antoninho Soares;Pelotas RS;3;0;2;178;0
234;580000;CENTRO;Apartamento;Argolo;Pelotas RS;3;1;2;145;0
271;580000;TRES VENDAS;Predio Inteiro;Professor Mario Peiruque;Pelotas RS;;0;1;120;0
445;580000;LARANJAL;Casa;Esteio;Pelotas RS;3;1;2;150;0
654;580000;TRES VENDAS;Casa;Endereco Nao Informado;Pelotas RS;3;1;1;225;0
743;580000;CENTRO;Apartamento;Barao de Santa Tecla;Pelotas RS;2;1;1;;0
1313;580000;LARANJAL;Casa;Tom Jobim;Pelotas RS;2;1;1;250;0
1726;580000;RECANTO DE PORTUGAL;Casa;Rua Cidade de Braganca;Pelotas RS;3;1;2;105;0
1775;580000;CENTRO;Apartamento;Rua Felix da Cunha;Pelotas RS;3;1;1;142;0
1836;580000;CENTRO;Casa;Proximo Colegio Pelotense;Pelotas RS;3;1;3;305;0
2063;580000;Parque Tenis;Casa;;Pelotas RS;2;1;3;225;0
2070;580000;LARANJAL;Casa;Rua Sao Gabriel;Pelotas RS;3;1;2;139;0
2104;580000;Colina Verde;Casa;;Pelotas RS;3;1;5;250;0
2117;580000;CENTRO;Apartamento;Voluntarios da Patria;Pelotas RS;3;0;1;195;0
2173;580000;CENTRO;Apartamento;Rua Goncalves Chaves;Pelotas RS;3;1;1;107;0
2176;580000;CENTRO;Apartamento;Rua Barao de Santa Tecla;Pelotas RS;3;2;1;204;0
2246;580000;CENTRO;Apartamento;Rua Anchieta;Pelotas RS;3;1;1;130;0
2643;580000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;2;0;2;202;0
2725;580000;FRAGATA;Predio Inteiro;;Pelotas RS;;0;0;230;0
2897;580000;CENTRO;Casa;General Osorio;Pelotas RS;2;0;0;100;0
2916;580000;CENTRO;Casa;Santos Dumont;Pelotas RS;4;1;1;159;0
3106;580000;CENTRO;Casa;Rua Gal Osorio;Pelotas RS;2;1;0;93;0
3620;580000;LARANJAL;Casa;Rua Esteio;Pelotas RS;3;1;1;228;0
3693;580000;CENTRO;Apartamento;;Pelotas RS;3;1;1;173;0
4017;580000;CENTRO;Apartamento;Rua Goncalves Chaves;Pelotas RS;3;1;1;107;0
4125;580000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;2;0;2;202;0
4227;580000;CENTRO;Apartamento;Voluntarios da Patria;Pelotas RS;3;0;1;195;0
4291;580000;CENTRO;Apartamento;Argolo;Pelotas RS;3;1;2;145;0
4813;580000;Colina Verde;Casa;;Pelotas RS;3;1;5;250;0
4836;580000;CENTRO;Apartamento;Rua Felix da Cunha;Pelotas RS;3;1;1;142;0
5026;580000;CENTRO;Apartamento;Barao de Santa Tecla;Pelotas RS;2;1;1;;0
5042;580000;CENTRO;Casa;Proximo Colegio Pelotense;Pelotas RS;3;1;3;305;0
1115;576000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;2;1;0;160;0
971;575000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;3;1;2;202;0
1183;575000;LARANJAL;Casa;R 4;Pelotas RS;3;1;2;150;0
5063;575000;AREAL;Terreno Padrao;Avenida Sao Francisco de Paula;Pelotas RS;;0;0;;0
1535;570808;Zona Norte;Conjunto Comercial/Sala;Dom Joaquim;Pelotas RS;;0;0;74;0
1907;570808;Zona Norte;Conjunto Comercial/Sala;Dom Joaquim;Pelotas RS;;0;0;74;0
149;570000;AREAL;Loteamento/Condominio;Endereco Nao Informado;Pelotas RS;;0;0;570;0
655;570000;LARANJAL;Casa;;Pelotas RS;3;1;3;238;0
728;570000;AREAL;Apartamento;;Pelotas RS;3;1;1;150;0
1071;570000;AREAL;Apartamento;Rua Dr Claudio Manoel da Costa;Pelotas RS;3;1;2;120;0
1548;570000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;1;0;130;0
2198;570000;Zona Norte;Apartamento;Avenida Dom Joaquim;Pelotas RS;3;1;1;100;0
2536;570000;CENTRO;Apartamento;;Pelotas RS;3;1;2;136;0
3172;570000;Zona Norte;Apartamento;Avenida Dom Joaquim;Pelotas RS;3;1;1;100;0
3440;570000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;0;1;121;0
4077;570000;CENTRO;Apartamento;;Pelotas RS;3;1;2;136;0
4111;570000;AREAL;Apartamento;Rua Dr Claudio Manoel da Costa;Pelotas RS;3;1;2;120;0
4420;570000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;0;1;121;0
4769;570000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;1;0;130;0
4895;570000;CENTRO;Casa;;Pelotas RS;4;0;0;245;0
4942;570000;LARANJAL;Casa;;Pelotas RS;3;1;3;238;0
5474;570000;AREAL;Terreno Padrao;Um Sao Francisco de Paula;Pelotas RS;;0;0;;0
5563;570000;FRAGATA;Predio Inteiro;Duque Caxias De;Pelotas RS;2;0;3;228;0
237;560000;AREAL;Apartamento;Rua Felipe dos Santos;Pelotas RS;3;1;2;140;0
327;560000;TRES VENDAS;Casa;;Pelotas RS;3;0;4;180;0
549;560000;INDETERMINADO;Casa;Endereco Nao Informado;Pelotas RS;3;0;4;180;0
1154;560000;AREAL;Apartamento;;Pelotas RS;3;1;2;120;0
1507;560000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;4;1;2;180;0
2097;560000;CENTRO;Casa;;Pelotas RS;4;0;1;210;0
2497;560000;AREAL;Apartamento;Rua Dr Claudio Manoel da Costa;Pelotas RS;3;1;2;115;0
2679;560000;AREAL;Apartamento;;Pelotas RS;3;1;0;145;0
2702;560000;INDETERMINADO;Casa;Rua Prof Carlos Henrique Nogueira;Pelotas RS;3;0;3;170;0
2838;560000;TRES VENDAS;Apartamento;;Pelotas RS;3;1;2;170;0
2923;560000;AREAL;Apartamento;Rua Felipe dos Santos;Pelotas RS;3;1;2;140;0
3164;560000;AREAL;Apartamento;Rua Felipe dos Santos;Pelotas RS;3;1;2;140;0
3278;560000;CENTRO;Casa;Rua Felix da Cunha;Pelotas RS;3;1;0;70;0
3293;560000;TRES VENDAS;Casa;Rua Prof Carlos Henrique Nogueira;Pelotas RS;3;0;4;180;0
3582;560000;CENTRO;Casa de Condominio;Rua Dr Ferreira Soares;Pelotas RS;3;1;3;159;0
3728;560000;CENTRO;Apartamento;;Pelotas RS;4;1;1;180;0
3766;560000;Treptow;Casa de Condominio;Rua Dr Ferreira Soares;Pelotas RS;3;1;2;160;0
3907;560000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;3;1;2;120;0
4065;560000;AREAL;Apartamento;;Pelotas RS;3;1;0;145;0
4175;560000;AREAL;Apartamento;Rua Dr Claudio Manoel da Costa;Pelotas RS;3;1;2;115;0
4187;560000;TRES VENDAS;Casa;;Pelotas RS;3;0;4;180;0
4913;560000;CENTRO;Apartamento;Voluntarios da Patria;Pelotas RS;3;0;1;;0
1372;552000;AREAL;Casa;Rua Dr Benjamin Gastal;Pelotas RS;2;0;2;164;0
4224;552000;CENTRO;Predio Inteiro;Rua Tiradentes;Pelotas RS;;0;0;;0
31;550000;CENTRO;Apartamento;Dom Joaquim Ferreira de Mello;Pelotas RS;3;0;1;120;0
378;550000;CENTRO;Casa;Proximo Ucpel;Pelotas RS;3;0;1;161;0
491;550000;AREAL;Loteamento/Condominio;Endereco Nao Informado;Pelotas RS;;0;0;552;0
518;550000;CENTRO;Casa;Rafael Pinto Bandeira;Pelotas RS;2;1;0;100;0
554;550000;TRES VENDAS;Apartamento;Germano Joao Alberto Fiss;Pelotas RS;3;1;2;143;0
567;550000;FRAGATA;Casa;Rua Dr Frederico Bastos;Pelotas RS;3;1;1;240;0
787;550000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;0;0;165;0
825;550000;LARANJAL;Casa;Rua Herval do Sul;Pelotas RS;2;1;3;138;0
826;550000;LARANJAL;Casa Comercial;Avenida Rio Grande do Sul;Pelotas RS;;0;0;200;0
892;550000;CENTRO;Casa;;Pelotas RS;4;0;1;143;0
1092;550000;CENTRO;Apartamento;Rua Antonio dos Anjos;Pelotas RS;2;1;1;110;1
1118;550000;AREAL;Casa;Avenida Sao Francisco de Paula;Pelotas RS;3;1;2;202;0
1215;550000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;4;1;2;170;0
1333;550000;CENTRO;Apartamento;;Pelotas RS;3;1;1;100;0
1575;550000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;1;1;100;0
1588;550000;CENTRO;Casa;;Pelotas RS;3;1;3;300;0
1682;550000;AREAL;Apartamento;;Pelotas RS;3;1;1;100;0
1687;550000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;4;0;0;240;0
1756;550000;Zona Norte;Apartamento;Avenida Juscelino K Oliveira;Pelotas RS;3;1;2;240;1
1757;550000;TRES VENDAS;Casa;;Pelotas RS;3;1;0;160;0
1980;550000;TRES VENDAS;Apartamento;;Pelotas RS;3;1;2;147;0
2171;550000;CENTRO;Casa;Barao de Santa Tecla De;Pelotas RS;4;0;1;253;0
2214;550000;CENTRO;Casa;Felix da Cunha;Pelotas RS;3;0;1;;0
2498;550000;CENTRO;Apartamento;Senador Mendonca;Pelotas RS;3;0;1;;0
2650;550000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;3;1;1;210;0
2777;550000;CENTRO;Apartamento;Ferreira Viana;Pelotas RS;3;1;1;191;0
2910;550000;CENTRO;Apartamento;;Pelotas RS;3;1;1;180;0
2958;550000;CENTRO;Apartamento;;Pelotas RS;2;1;1;155;0
3102;550000;CENTRO;Casa;;Pelotas RS;3;1;0;650;0
3187;550000;CENTRO;Predio Inteiro;;Pelotas RS;;0;0;136;0
3287;550000;CENTRO;Casa;Imediacoes Enil Informatica;Pelotas RS;4;0;1;214;0
3340;550000;CENTRO;Casa;Padre Anchieta;Pelotas RS;2;1;0;;0
3409;550000;TRES VENDAS;Casa;R 1;Pelotas RS;3;1;2;140;0
3434;550000;LARANJAL;Casa;;Pelotas RS;4;1;3;250;0
3750;550000;CENTRO;Casa;Felix Xavier da Cunha;Pelotas RS;4;0;0;320;0
3771;550000;CENTRO;Apartamento;;Pelotas RS;3;1;1;191;0
3968;550000;AREAL;Predio Inteiro;Endereco Nao Informado;Pelotas RS;;0;0;150;0
4139;550000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;4;0;0;240;0
4267;550000;CENTRO;Casa;Proximo Ucpel;Pelotas RS;3;0;1;161;0
4466;550000;Zona Norte;Apartamento;Rua Goncalves Chaves;Pelotas RS;3;1;1;92;0
4540;550000;CENTRO;Apartamento;Rua Antonio dos Anjos;Pelotas RS;2;1;1;110;1
4662;550000;TRES VENDAS;Apartamento;;Pelotas RS;3;1;2;147;0
4699;550000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;0;0;165;0
4817;550000;CENTRO;Casa;Barao de Santa Tecla De;Pelotas RS;4;0;1;253;0
4849;550000;CENTRO;Apartamento;;Pelotas RS;3;1;1;191;0
4897;550000;CENTRO;Casa;Felix da Cunha;Pelotas RS;3;0;1;;0
5523;550000;LARANJAL;Terreno Padrao;Jaguarao;Pelotas RS;;0;0;;0
5538;550000;INDETERMINADO;Casa;Endereco Nao Informado;Pelotas RS;4;1;5;269;0
5556;550000;Cascata;Sitio;Brbarao Br;Pelotas RS;;0;1;17000;0
2749;545000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;3;1;2;123;0
3311;545000;TRES VENDAS;Apartamento;Germano Joao Alberto Fiss;Pelotas RS;3;1;2;143;0
4633;545000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;3;1;2;123;0
3165;540000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;2;1;1;155;1
3559;540000;AREAL;Apartamento;;Pelotas RS;2;1;1;141;0
4419;540000;CENTRO;Apartamento;;Pelotas RS;4;1;1;204;0
124;535000;CENTRO;Apartamento;Rua Mal Deodoro;Pelotas RS;3;1;2;161;0
646;535000;CENTRO;Conjunto Comercial/Sala;Andrade Neves;Pelotas RS;;0;0;;0
2623;535000;LARANJAL;Casa;Rua Santo Angelo;Pelotas RS;5;0;3;315;0
3231;535000;CENTRO;Casa;;Pelotas RS;3;1;2;300;0
3127;532000;LARANJAL;Casa;Endereco Nao Informado;Pelotas RS;3;1;2;152;0
4726;532000;LARANJAL;Casa;Endereco Nao Informado;Pelotas RS;3;1;2;152;0
82;530000;TRES VENDAS;Casa;Avenida Francisco Caruccio;Pelotas RS;2;2;5;170;0
88;530000;CENTRO;Casa;Rafael Pinto Bandeira;Pelotas RS;3;1;2;170;0
142;530000;CENTRO;Predio Inteiro;Endereco Nao Informado;Pelotas RS;;0;0;115;0
254;530000;RECANTO DE PORTUGAL;Casa;Rua Oliveira de Azemeis;Pelotas RS;3;1;1;129;0
668;530000;LARANJAL;Casa;Endereco Nao Informado;Pelotas RS;3;1;3;300;0
867;530000;CENTRO;Apartamento;Rua Alm Barroso;Pelotas RS;3;2;0;278;0
873;530000;Zona Norte;Apartamento;Rua Leonardo Colares;Pelotas RS;3;1;2;144;0
1058;530000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;3;1;2;180;0
1125;530000;CENTRO;Casa;Tres de Maio;Pelotas RS;3;0;0;209;0
1224;530000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;3;1;1;150;0
1335;530000;LARANJAL;Casa;Rua Jaguarao;Pelotas RS;3;1;3;305;0
1410;530000;LARANJAL;Predio Inteiro;Santa Cruz do Sul;Pelotas RS;1;1;0;;0
1448;530000;AREAL;Casa;Praca Hortencio Rosa;Pelotas RS;2;1;3;220;0
1482;530000;CENTRO;Apartamento;Marechal Deodoro;Pelotas RS;4;1;3;161;0
1597;530000;CENTRO;Casa;Rua Gomes Carneiro;Pelotas RS;2;0;2;190;0
1767;530000;TRES VENDAS;Casa;Endereco Nao Informado;Pelotas RS;4;1;3;276;0
1883;530000;CENTRO;Casa;;Pelotas RS;3;1;1;247;0
1977;530000;AREAL;Loteamento/Condominio;Endereco Nao Informado;Pelotas RS;;0;0;390;0
2112;530000;Umuharama;Casa;;Pelotas RS;4;1;3;204;0
2485;530000;CENTRO;Apartamento;Rua Sen Mendonca;Pelotas RS;3;0;1;100;0
2537;530000;CENTRO;Apartamento;Rua Lobo da Costa;Pelotas RS;3;1;1;138;0
2553;530000;CENTRO;Apartamento;Avenida Domingos de Almeida;Pelotas RS;3;1;1;180;0
2571;530000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;2;0;2;202;0
2578;530000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;0;0;200;0
2580;530000;AREAL;Casa Comercial;Avenida Domingos de Almeida;Pelotas RS;;0;0;151;0
2640;530000;CENTRO;Casa;Rua Tres de Maio;Pelotas RS;4;0;0;224;0
2809;530000;AREAL;Casa de Condominio;Endereco Nao Informado;Pelotas RS;3;1;2;225;0
2899;530000;CENTRO;Casa;Padre Felicio;Pelotas RS;3;0;1;;0
2902;530000;AREAL;Casa;;Pelotas RS;3;1;2;151;0
2960;530000;CENTRO;Apartamento;;Pelotas RS;4;0;0;125;0
3189;530000;CENTRO;Apartamento;;Pelotas RS;2;0;0;110;0
3208;530000;CENTRO;Apartamento;Santos Dumont;Pelotas RS;3;1;1;139;0
3508;530000;CENTRO;Casa;Rua Conde de Porto Alegre;Pelotas RS;3;2;1;301;0
3522;530000;LARANJAL;Casa;Avenida Jose Maria da Fontoura;Pelotas RS;3;0;4;154;0
3547;530000;CENTRO;Apartamento;;Pelotas RS;3;0;0;126;0
3624;530000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;4;1;5;420;0
3630;530000;AREAL;Casa;Rua Francisco Moreira;Pelotas RS;3;1;2;100;0
4058;530000;LARANJAL;Predio Inteiro;Santa Cruz do Sul;Pelotas RS;1;1;0;;0
4063;530000;LARANJAL;Casa;Rua Jaguarao;Pelotas RS;3;1;3;305;0
4160;530000;CENTRO;Casa;Rafael Pinto Bandeira;Pelotas RS;3;1;2;170;0
4295;530000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;3;1;1;150;0
4337;530000;CENTRO;Apartamento;Rua Alm Barroso;Pelotas RS;3;2;0;278;0
4369;530000;TRES VENDAS;Casa;Avenida Francisco Caruccio;Pelotas RS;2;2;5;170;0
4671;530000;CENTRO;Apartamento;;Pelotas RS;4;0;0;125;0
4679;530000;CENTRO;Casa;Rua Tres de Maio;Pelotas RS;4;0;0;224;0
4828;530000;CENTRO;Apartamento;Rua Sen Mendonca;Pelotas RS;3;0;1;100;0
4899;530000;CENTRO;Apartamento;;Pelotas RS;3;0;0;126;0
4934;530000;Colina da Sol;Casa;;Pelotas RS;3;3;4;246;0
5035;530000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;4;1;5;420;0
5044;530000;AREAL;Loteamento/Condominio;Endereco Nao Informado;Pelotas RS;;0;0;390;0
5046;530000;CENTRO;Casa;;Pelotas RS;3;1;1;247;0
5303;530000;Zona Norte;Terreno Padrao;Vereador Wolney Vieira;Pelotas RS;;0;0;;0
3534;525525;CENTRO;Apartamento;Rua Marcilio Dias;Pelotas RS;3;1;1;138;0
1036;525000;LARANJAL;Casa;;Pelotas RS;3;1;2;236;0
2120;525000;RECANTO DE PORTUGAL;Loteamento/Condominio;Endereco Nao Informado;Pelotas RS;;0;0;1200;0
3493;525000;RECANTO DE PORTUGAL;Loteamento/Condominio;Endereco Nao Informado;Pelotas RS;;0;0;1200;0
3591;525000;LARANJAL;Terreno Padrao;Avenida Adolfo Fetter;Pelotas RS;;0;0;;0
3824;525000;LARANJAL;Terreno Padrao;Avenida Adolfo Fetter;Pelotas RS;;0;0;;0
1859;521000;CENTRO;Casa;Rua Gal Neto;Pelotas RS;2;0;4;248;0
4264;521000;CENTRO;Casa;Rua Gal Neto;Pelotas RS;2;0;4;248;0
435;520000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;1;1;150;0
1019;520000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;1;0;140;0
1629;520000;LARANJAL;Casa;Rua Montenegro;Pelotas RS;3;1;0;300;0
1779;520000;CENTRO;Apartamento;;Pelotas RS;4;1;1;170;0
1855;520000;TRES VENDAS;Casa;Rua Pedro Moacyr;Pelotas RS;3;1;4;144;0
2105;520000;CENTRO;Apartamento;Proximo Mcdonalds;Pelotas RS;4;1;1;150;0
2520;520000;AREAL;Casa;Hilario Ribeiro;Pelotas RS;3;1;2;300;0
2600;520000;AREAL;Casa;Proxima Loja Krause;Pelotas RS;2;2;4;200;0
2645;520000;CENTRO;Casa;Avenida Visconde da Graca;Pelotas RS;3;1;4;350;0
2976;520000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;3;1;2;192;0
3023;520000;CENTRO;Apartamento;Marechal Deodoro;Pelotas RS;3;1;2;;0
4140;520000;PORTO;Casa;Rua Dona Mariana;Pelotas RS;3;0;2;158;0
4216;520000;CENTRO;Apartamento;;Pelotas RS;4;1;1;170;0
4347;520000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;3;1;2;192;0
4640;520000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;3;1;0;140;0
1854;519400;CENTRO;Casa;;Pelotas RS;3;1;2;198;0
2658;519400;AREAL;Casa;;Pelotas RS;3;1;1;225;0
2178;519000;CENTRO;Apartamento;;Pelotas RS;3;1;2;148;0
5159;519000;AREAL;Apartamento;Rua Rafael Pinto Bandeira;Pelotas RS;3;0;2;152;0
902;516000;RECANTO DE PORTUGAL;Casa;Endereco Nao Informado;Pelotas RS;3;1;1;176;0
4207;516000;RECANTO DE PORTUGAL;Casa;Endereco Nao Informado;Pelotas RS;3;1;1;176;0
4616;515000;CENTRO;Apartamento;;Pelotas RS;3;1;1;117;0
2936;511000;CENTRO;Casa;Endereco Nao Informado;Pelotas RS;3;0;1;140;0
2628;510000;AREAL;Casa;;Pelotas RS;3;1;6;160;0
3606;510000;CENTRO;Apartamento;Rua Anchieta;Pelotas RS;4;2;1;196;0
4342;510000;TRES VENDAS;Casa;Endereco Nao Informado;Pelotas RS;3;3;3;250;0
256;509775;Zona Norte;Conjunto Comercial/Sala;Dom Joaquim;Pelotas RS;;0;0;74;0
3611;509775;Zona Norte;Conjunto Comercial/Sala;Dom Joaquim;Pelotas RS;;0;0;74;0
2432;508200;CENTRO;Apartamento;Rua Marcilio Dias;Pelotas RS;3;1;1;138;0
3847;508200;CENTRO;Apartamento;Rua Marcilio Dias;Pelotas RS;3;1;1;138;0
1953;508000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;85;0
