n;preco;bairro;tipo;endereco;cidade;quartos;suites;vagas;area;cobertura
5098;175000;INDETERMINADO;Terreno Padrao;Professora Vanda da Silva Chagas;Pelotas RS;;0;0;;0
5250;175000;LARANJAL;Terreno Padrao;Avenida Adolfo Fetter;Pelotas RS;;0;0;;0
5398;175000;LARANJAL;Terreno Padrao;Adolfo Fetter;Pelotas RS;;0;0;;0
5515;175000;INDETERMINADO;Terreno Padrao;Professora Vanda da Silva Chagas;Pelotas RS;;0;0;;0
2182;174106;LARANJAL;Loteamento/Condominio;Alphaville;Pelotas RS;;0;0;;0
2742;174106;LARANJAL;Loteamento/Condominio;Alphaville;Pelotas RS;;0;0;;0
3905;172000;LARANJAL;Terreno Padrao;Adolfo Fetter;Pelotas RS;;0;0;;0
1064;171000;FRAGATA;Apartamento;Avenida Duque de Caxias;Pelotas RS;2;0;1;70;0
708;171000;TRES VENDAS;Terreno Padrao;R Dr Orlando Correa Azevedo;Pelotas RS;;0;0;;0
2030;171000;FRAGATA;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;83;0
1740;170500;TRES VENDAS;Apartamento;Rua Joao Jacob Bainy;Pelotas RS;2;0;1;44;0
14;170000;TRES VENDAS;Apartamento;Rua Eng Ildefonso Simoes Lopes;Pelotas - Rs;2;0;1;50;0
16;170000;CENTRO;Apartamento;Marcilio Dias;Pelotas - Rs;2;0;1;50;0
153;170000;CENTRO;Apartamento;;Pelotas RS;2;0;1;42;0
77;170000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;2;0;0;65;0
202;170000;FRAGATA;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;50;0
197;170000;FRAGATA;Casa;;Pelotas RS;2;0;1;118;0
417;170000;FRAGATA;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;40;0
472;170000;FRAGATA;Apartamento;Endereco Nao Informado;Pelotas RS;3;0;1;130;0
477;170000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;1;0;1;75;0
517;170000;AREAL;Apartamento;Avenida Pres Juscelino Kubitschek de Oliveira;Pelotas RS;2;0;1;47;0
593;170000;AREAL;Apartamento;Domingos Jose de Almeida;Pelotas RS;2;0;1;48;0
1026;170000;CENTRO;Apartamento;Rua Alm Tamandare;Pelotas RS;1;0;0;69;0
775;170000;FRAGATA;Casa;Rua Clovis Bevilaqua;Pelotas RS;3;0;1;88;0
823;170000;TRES VENDAS;Casa;Fernando Osorio;Pelotas RS;3;1;1;74;0
884;170000;FRAGATA;Casa;Endereco Nao Informado;Pelotas RS;2;1;0;70;0
1214;170000;AREAL;Apartamento;;Pelotas RS;2;0;1;49;0
1457;170000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;55;0
1356;170000;FRAGATA;Casa;Rua Dr Joao Jacinto de Mendonca;Pelotas RS;2;0;2;70;0
1392;170000;TRES VENDAS;Terreno Padrao;;Pelotas RS;;0;0;;0
1428;170000;TRES VENDAS;Casa;Sadi Escouto Leal;Pelotas RS;2;0;1;90;0
1564;170000;FRAGATA;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;0;60;0
1534;170000;Balneario dos Prazeres;Casa;;Pelotas RS;5;0;0;542;0
1568;170000;CENTRO;Apartamento;Praca 20 de Setembro;Pelotas RS;1;0;1;62;0
1796;170000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;1;0;0;55;0
1650;170000;LARANJAL;Casa;Endereco Nao Informado;Pelotas RS;2;0;0;82;0
2133;170000;CENTRO;Apartamento;Dr. Cassiano;Pelotas RS;1;0;1;42;1
1798;170000;FRAGATA;Casa;Endereco Nao Informado;Pelotas RS;2;0;0;99;0
2165;170000;AREAL;Apartamento;Avenida Pres Juscelino Kubitschek de Oliveira;Pelotas RS;2;0;1;48;0
2407;170000;CENTRO;Apartamento;;Pelotas RS;2;0;1;48;0
2194;170000;CENTRO;Conjunto Comercial/Sala;Endereco Nao Informado;Pelotas RS;;0;0;36;0
2372;170000;LARANJAL;Casa;Paulo de Souza Lobo;Pelotas RS;2;0;1;50;0
2514;170000;AREAL;Apartamento;;Pelotas RS;3;0;0;81;0
2550;170000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;47;0
2619;170000;CENTRO;Apartamento;;Pelotas RS;1;0;0;48;0
2731;170000;CENTRO;Apartamento;Barao de Santa Tecla De;Pelotas RS;2;0;0;46;0
2649;170000;FRAGATA;Casa;Rua Clovis Bevilaqua;Pelotas RS;2;0;0;75;0
2657;170000;TRES VENDAS;Casa de Condominio;Rua Santiago Dantas;Pelotas RS;2;0;1;67;0
2730;170000;TRES VENDAS;Casa;;Pelotas RS;2;0;0;300;0
2847;170000;INDETERMINADO;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;0;38;0
2779;170000;TRES VENDAS;Casa;;Pelotas RS;2;0;1;48;0
2780;170000;Simoes Lopes;Casa;Rua Cel Tobias de Aguiar;Pelotas RS;3;0;1;140;0
2813;170000;CENTRO;Casa;Rua Manduca Rodrigues;Pelotas RS;2;0;0;70;0
3003;170000;FRAGATA;Apartamento;Avenida Duque de Caxias;Pelotas RS;1;0;0;58;0
3088;170000;AREAL;Apartamento;Ferreira Viana;Pelotas RS;2;0;0;42;0
3058;170000;AREAL;Casa;;Pelotas RS;2;0;1;85;0
3084;170000;Santa Terezinha;Casa;Endereco Nao Informado;Pelotas RS;2;0;0;55;0
3352;170000;AREAL;Apartamento;Hilario Ribeiro;Pelotas RS;2;0;1;70;0
3174;170000;TRES VENDAS;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;300;0
3396;170000;CENTRO;Apartamento;Juscelino Kubitschek de Oliveira;Pelotas RS;2;0;0;66;0
3404;170000;CENTRO;Apartamento;Santos Dumont;Pelotas RS;1;0;0;;0
3828;170000;FRAGATA;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;40;0
3462;170000;CENTRO;Conjunto Comercial/Sala;;Pelotas RS;;0;0;33;0
3600;170000;LARANJAL;Terreno Padrao;Adolfo Fetter;Pelotas RS;;0;0;;0
3687;170000;LARANJAL;Terreno Padrao;Avenida Adolfo Fetter;Pelotas RS;;0;0;;0
4068;170000;CENTRO;Apartamento;Rua Alm Tamandare;Pelotas RS;1;0;0;69;0
3940;170000;Barro Duro;Casa;Ceara;Pelotas RS;2;1;4;76;0
4546;170000;CENTRO;Apartamento;;Pelotas RS;2;0;1;48;0
4092;170000;CENTRO;Casa;Jose do Patrocinio;Pelotas RS;2;0;0;90;0
4143;170000;Simoes Lopes;Casa;Rua Cel Tobias de Aguiar;Pelotas RS;3;0;1;140;0
4178;170000;FRAGATA;Casa;Rua Clovis Bevilaqua;Pelotas RS;3;0;1;88;0
4282;170000;LARANJAL;Terreno Padrao;Adolfo Fetter;Pelotas RS;;0;0;;0
4368;170000;LARANJAL;Casa;Endereco Nao Informado;Pelotas RS;2;0;0;82;0
4427;170000;Santa Terezinha;Casa;Endereco Nao Informado;Pelotas RS;2;0;0;55;0
4477;170000;AREAL;Casa;Endereco Nao Informado;Pelotas RS;2;0;0;65;0
4495;170000;CENTRO;Casa;;Pelotas RS;1;0;1;70;0
4691;170000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;1;0;0;55;0
4735;170000;CENTRO;Apartamento;;Pelotas RS;2;0;1;45;1
4746;170000;CENTRO;Apartamento;Barao de Santa Tecla De;Pelotas RS;2;0;0;46;0
4811;170000;CENTRO;Apartamento;Juscelino Kubitschek de Oliveira;Pelotas RS;2;0;0;66;0
4878;170000;CENTRO;Apartamento;;Pelotas RS;2;0;1;42;0
4854;170000;FRAGATA;Casa;Rua Clovis Bevilaqua;Pelotas RS;2;0;0;75;0
5391;170000;AREAL;Apartamento;Thomaz Antonio Gonzaga;Pelotas RS;2;0;1;84;0
5103;170000;LARANJAL;Terreno Padrao;Avenida Adolfo Fetter;Pelotas RS;;0;0;;0
5118;170000;LARANJAL;Terreno Padrao;Arthur Augusto Assumpcao;Pelotas RS;;0;0;;0
5145;170000;LARANJAL;Terreno Padrao;Arthur Augusto Assumpcao;Pelotas RS;;0;0;;0
5152;170000;LARANJAL;Terreno Padrao;Arthur Augusto Assumpcao;Pelotas RS;;0;0;;0
5194;170000;FRAGATA;Casa;Endereco Nao Informado;Pelotas RS;2;0;0;120;0
5209;170000;LARANJAL;Terreno Padrao;Arthur Augusto Assumpcao;Pelotas RS;;0;0;;0
5216;170000;LARANJAL;Terreno Padrao;Arthur Augusto Assumpcao;Pelotas RS;;0;0;;0
5223;170000;LARANJAL;Terreno Padrao;Arthur Augusto Assumpcao;Pelotas RS;;0;0;;0
5229;170000;LARANJAL;Terreno Padrao;Arthur Augusto Assumpcao;Pelotas RS;;0;0;;0
5230;170000;AREAL;Terreno Padrao;Arthur Hameister Junior;Pelotas RS;;0;0;;0
5246;170000;LARANJAL;Terreno Padrao;Arthur Augusto Assumpcao;Pelotas RS;;0;0;;0
5274;170000;LARANJAL;Terreno Padrao;Arthur Augusto Assumpcao;Pelotas RS;;0;0;;0
5342;170000;LARANJAL;Terreno Padrao;Arthur Augusto Assumpcao;Pelotas RS;;0;0;;0
5356;170000;LARANJAL;Terreno Padrao;Arthur Augusto Assumpcao;Pelotas RS;;0;0;;0
5394;170000;Zona Norte;Apartamento;Rua Gal Osorio;Pelotas RS;2;0;0;50;0
26;169000;AREAL;Apartamento;Avenida Ferreira Viana;Pelotas RS;2;0;1;43;0
5410;170000;LARANJAL;Terreno Padrao;Arthur Augusto Assumpcao;Pelotas RS;;0;0;;0
5462;170000;LARANJAL;Terreno Padrao;Arthur Augusto Assumpcao;Pelotas RS;;0;0;;0
5479;170000;LARANJAL;Terreno Padrao;Arthur Augusto Assumpcao;Pelotas RS;;0;0;;0
5488;170000;Valverde;Terreno Padrao;Paulo de Souza Lobo;Pelotas RS;;0;0;;0
5489;170000;LARANJAL;Terreno Padrao;Arthur Augusto Assumpcao;Pelotas RS;;0;0;;0
5498;170000;LARANJAL;Terreno Padrao;Arthur Augusto Assumpcao;Pelotas RS;;0;0;;0
5504;170000;LARANJAL;Terreno Padrao;Arthur Augusto Assumpcao;Pelotas RS;;0;0;;0
5509;170000;LARANJAL;Terreno Padrao;Adolfo Fetter;Pelotas RS;;0;0;;0
5511;170000;LARANJAL;Terreno Padrao;Arthur Augusto Assumpcao;Pelotas RS;;0;0;;0
5528;170000;LARANJAL;Terreno Padrao;Arthur Augusto Assumpcao;Pelotas RS;;0;0;;0
5546;170000;LARANJAL;Terreno Padrao;Paulo de Souza Lobo;Pelotas RS;;0;0;;0
5566;170000;LARANJAL;Terreno Padrao;Arthur Augusto Assumpcao;Pelotas RS;;0;0;;0
688;169600;AREAL;Casa;Endereco Nao Informado;Pelotas RS;2;0;0;115;0
5029;169600;AREAL;Casa;Endereco Nao Informado;Pelotas RS;2;0;0;115;0
2183;169000;AREAL;Apartamento;;Pelotas RS;1;0;1;49;0
3298;169000;INDETERMINADO;Apartamento;Endereco Nao Informado;Pelotas RS;1;0;0;49;0
3117;169000;AREAL;Casa de Condominio;Rubens Avila Rodrigues;Pelotas RS;2;0;1;44;0
3175;169000;CENTRO;Terreno Padrao;;Pelotas RS;;0;0;;0
3525;169000;FRAGATA;Apartamento;Rua Evaristo da Veiga;Pelotas RS;1;0;0;51;0
3378;169000;TRES VENDAS;Casa;;Pelotas RS;2;0;1;66;0
4164;169000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;0;56;0
4067;169000;CENTRO;Terreno Padrao;;Pelotas RS;;0;0;;0
2371;168000;FRAGATA;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;47;0
4645;168000;FRAGATA;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;47;0
22;165000;FRAGATA;Apartamento;Evaristo da Veiga;Pelotas RS;1;0;1;55;0
5296;168000;RECANTO DE PORTUGAL;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;300;0
916;166000;LARANJAL;Casa;Endereco Nao Informado;Pelotas RS;2;1;1;76;0
1088;165704;LARANJAL;Loteamento/Condominio;Alphaville;Pelotas RS;;0;0;;0
4730;165704;LARANJAL;Loteamento/Condominio;Alphaville;Pelotas RS;;0;0;;0
310;165000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;50;0
353;165000;CENTRO;Apartamento;;Pelotas RS;1;0;1;32;0
507;165000;FRAGATA;Apartamento;;Pelotas RS;2;0;1;63;0
585;165000;FRAGATA;Apartamento;Duque Caxias De;Pelotas RS;2;0;0;65;0
572;165000;LARANJAL;Casa;Paulo de Souza Lobo;Pelotas RS;2;0;2;47;0
713;165000;CENTRO;Apartamento;;Pelotas RS;2;0;1;48;0
1007;165000;AREAL;Apartamento;Rua Thomas Antonio Gonzaga;Pelotas RS;3;0;1;72;0
928;165000;TRES VENDAS;Casa;Endereco Nao Informado;Pelotas RS;3;0;0;60;0
1197;165000;FRAGATA;Apartamento;Rua Frontino Vieira;Pelotas RS;2;0;1;60;0
1093;165000;TRES VENDAS;Casa de Condominio;;Pelotas RS;2;0;1;49;0
1287;165000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;0;40;0
1315;165000;AREAL;Apartamento;;Pelotas RS;2;0;1;44;0
1510;165000;AREAL;Apartamento;;Pelotas RS;3;0;1;75;0
1809;165000;PORTO;Apartamento;Avenida Pres Juscelino Kubitschek de Oliveira;Pelotas RS;2;0;1;44;0
1612;165000;AREAL;Terreno Padrao;Rua David Canabarro;Pelotas RS;;0;0;90;0
2109;165000;FRAGATA;Apartamento;Endereco Nao Informado;Pelotas RS;2;1;1;100;0
1890;165000;CENTRO;Quitinete;Rua Gomes Carneiro;Pelotas RS;;0;0;30;0
2263;165000;FRAGATA;Apartamento;Rua Marcos Costa;Pelotas RS;2;0;1;43;0
2150;165000;TRES VENDAS;Casa;;Pelotas RS;2;0;1;70;0
2543;165000;CENTRO;Apartamento;Village Proximo Ao Big;Pelotas RS;3;0;1;45;0
2596;165000;FRAGATA;Apartamento;;Pelotas RS;2;0;0;49;0
2544;165000;TRES VENDAS;Casa;Santiago Dantas;Pelotas RS;2;0;1;67;0
2618;165000;CENTRO;Apartamento;;Pelotas RS;2;0;0;58;0
2942;165000;AREAL;Apartamento;Blau Nunes;Pelotas RS;2;0;1;48;0
2985;165000;CENTRO;Apartamento;Rua Dr Jose Brusque;Pelotas RS;1;0;1;60;0
3049;165000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;1;0;0;35;0
3236;165000;TRES VENDAS;Apartamento;Engenheiro Ildefonso Simoes Lopes;Pelotas RS;2;0;1;58;0
3296;165000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;64;0
3304;165000;CENTRO;Apartamento;Largo Antonio Gomes da Silva;Pelotas RS;1;0;0;;0
3447;165000;AREAL;Apartamento;Ferreira Viana;Pelotas RS;2;0;1;49;0
3725;165000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;1;0;0;36;0
3667;165000;CENTRO;Conjunto Comercial/Sala;;Pelotas RS;;0;0;32;0
3689;165000;LARANJAL;Terreno Padrao;;Pelotas RS;;0;0;;0
3848;165000;FRAGATA;Apartamento;Rua Marcos Costa;Pelotas RS;2;0;1;43;0
3840;165000;LARANJAL;Terreno Padrao;;Pelotas RS;;0;0;;0
4135;165000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;64;0
3891;165000;TRES VENDAS;Casa;Endereco Nao Informado;Pelotas RS;2;0;1;45;0
4354;165000;CENTRO;Apartamento;Rua Dr Jose Brusque;Pelotas RS;1;0;1;60;0
4156;165000;LARANJAL;Casa;Rua Oliveira de Azemeis;Pelotas RS;1;0;1;32;0
4416;165000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;1;0;0;36;0
4426;165000;FRAGATA;Apartamento;Duque Caxias De;Pelotas RS;2;0;0;65;0
4471;165000;CENTRO;Apartamento;Largo Antonio Gomes da Silva;Pelotas RS;1;0;0;;0
4592;165000;FRAGATA;Apartamento;Rua Frontino Vieira;Pelotas RS;2;0;1;60;0
4789;165000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;50;0
5071;165000;FRAGATA;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;0;45;0
5424;165000;Santa Terezinha;Apartamento;Rua Dr Fernandes Braga;Pelotas RS;2;0;0;67;0
3335;163000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;0;40;0
4078;164526;LARANJAL;Loteamento/Condominio;Alphaville;Pelotas RS;;0;0;;0
3276;163777;CENTRO;Loft;Proximo Unimed;Pelotas RS;1;0;0;42;0
4396;163000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;0;40;0
1792;162000;CENTRO;Apartamento;Rua Maestro Mendanha;Pelotas RS;2;0;1;55;0
1672;162467;LARANJAL;Loteamento/Condominio;Alphaville;Pelotas RS;;0;0;;0
4589;162467;LARANJAL;Loteamento/Condominio;Alphaville;Pelotas RS;;0;0;;0
1137;162459;LARANJAL;Loteamento/Condominio;Alphaville;Pelotas RS;;0;0;;0
3618;161000;TRES VENDAS;Apartamento;Rua Joao Jacob Bainy;Pelotas RS;2;0;1;47;0
9;160000;AREAL;Apartamento;;Pelotas - Rs;1;0;0;44;0
390;160000;AREAL;Apartamento;Avenida Pres Juscelino Kubitschek de Oliveira;Pelotas RS;2;0;0;47;0
151;160000;PORTO;Casa;Jose do Patrocinio;Pelotas RS;1;0;0;40;0
313;160000;TRES VENDAS;Casa;;Pelotas RS;3;0;1;100;0
328;160000;FRAGATA;Casa;Avenida Imperador Dom Pedro I;Pelotas RS;2;0;1;60;0
368;160000;TRES VENDAS;Casa de Condominio;Rua Santiago Dantas;Pelotas RS;3;0;1;54;0
520;160000;TRES VENDAS;Apartamento;Rua Santa Clara;Pelotas RS;2;0;1;58;0
502;160000;CENTRO;Casa;;Pelotas RS;2;0;0;120;0
685;160000;FRAGATA;Apartamento;Endereco Nao Informado;Pelotas RS;3;0;1;75;0
660;160000;LARANJAL;Terreno Padrao;Rua Barra do Ribeiro;Pelotas RS;;0;0;;0
665;160000;CENTRO;Conjunto Comercial/Sala;Rua Dr Cassiano;Pelotas RS;;0;0;41;0
716;160000;FRAGATA;Apartamento;Rua Major Francisco N de Souza;Pelotas RS;2;0;1;56;0
780;160000;CENTRO;Apartamento;Jose do Patrocinio;Pelotas RS;2;0;1;;0
750;160000;AREAL;Casa;Rua Cel Juvencio Lemos;Pelotas RS;1;0;1;112;0
853;160000;TRES VENDAS;Apartamento;Avenida Sen Salgado Filho;Pelotas RS;2;0;1;95;0
877;160000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;0;38;0
1020;160000;TRES VENDAS;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;58;0
1175;160000;CENTRO;Apartamento;;Pelotas RS;2;0;0;48;0
1128;160000;CENTRO;Casa;Padre Anchieta;Pelotas RS;2;0;0;80;0
1216;160000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;1;0;0;62;0
1227;160000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;3;0;0;42;0
1240;160000;CENTRO;Apartamento;;Pelotas RS;3;0;0;63;0
1268;160000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;1;0;1;33;0
1338;160000;TRES VENDAS;Apartamento;Luiz Braille;Pelotas RS;2;0;1;48;0
1744;160000;FRAGATA;Apartamento;Rua Iara Silva;Pelotas RS;3;0;2;36;0
1427;160000;TRES VENDAS;Casa;Santiago Dantas;Pelotas RS;2;0;1;45;0
1451;160000;TRES VENDAS;Casa;Estrada Alfredo Theodoro Born;Pelotas RS;3;0;3;240;0
1474;160000;CENTRO;Conjunto Comercial/Sala;Doutor Cassiano;Pelotas RS;;0;0;52;0
1523;160000;AREAL;Casa;;Pelotas RS;2;0;1;74;0
1549;160000;CENTRO;Casa;Rua Jose do Patrocinio;Pelotas RS;2;0;0;80;0
1789;160000;CENTRO;Apartamento;Goncalves Chaves;Pelotas RS;1;0;0;46;0
1788;160000;AREAL;Terreno Padrao;Avenida Felipe Camarao;Pelotas RS;;0;0;266;0
1831;160000;TRES VENDAS;Apartamento;Rua Nilo Pecanha;Pelotas RS;1;0;1;44;0
1858;160000;CENTRO;Apartamento;Felix da Cunha;Pelotas RS;1;0;0;44;0
1878;160000;FRAGATA;Apartamento;Rua Goncalves Ledo;Pelotas RS;2;0;1;49;0
1969;160000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;3;0;0;56;0
1899;160000;AREAL;Casa;Gago Coutinho;Pelotas RS;3;0;1;70;0
1912;160000;FRAGATA;Casa;;Pelotas RS;2;0;1;65;0
2054;160000;FRAGATA;Apartamento;;Pelotas RS;2;0;1;44;0
2067;160000;CENTRO;Apartamento;Avenida Ferreira Viana;Pelotas RS;2;0;1;46;0
2325;160000;CENTRO;Apartamento;;Pelotas RS;1;0;0;37;0
2202;160000;TRES VENDAS;Terreno Padrao;Br 116 Vila Princesa;Pelotas RS;;0;0;360;0
2293;160000;CENTRO;Casa;Rua Uruguai;Pelotas RS;4;0;0;75;0
2396;160000;AREAL;Apartamento;Avenida Pres Juscelino Kubitschek de Oliveira;Pelotas RS;2;0;1;42;0
2331;160000;AREAL;Casa;Rua Prof Mario Peiruque;Pelotas RS;2;1;1;176;0
2876;160000;FRAGATA;Apartamento;;Pelotas RS;2;0;1;45;0
2509;160000;TRES VENDAS;Casa;;Pelotas RS;2;0;1;100;0
2626;160000;CENTRO;Casa;Rua Jose do Patrocinio;Pelotas RS;2;0;0;35;0
2694;160000;LARANJAL;Terreno Padrao;;Pelotas RS;;0;0;;0
3067;160000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;45;0
3255;160000;FRAGATA;Apartamento;;Pelotas RS;2;0;1;47;0
3519;160000;AREAL;Apartamento;;Pelotas RS;3;0;0;52;0
3345;160000;LARANJAL;Loteamento/Condominio;Avenida Adolfo Fetter;Pelotas RS;;0;0;;0
3465;160000;CENTRO;Terreno Padrao;Avenida Dr Albuquerque Barros;Pelotas RS;;0;0;720;0
3577;160000;CENTRO;Apartamento;;Pelotas RS;3;0;1;50;0
3532;160000;LARANJAL;Terreno Padrao;;Pelotas RS;;0;0;;0
3671;160000;TRES VENDAS;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;1;56;0
3588;160000;AREAL;Terreno Padrao;Rua Major Policia Militar Justino M de Oliveira Filho;Pelotas RS;;0;0;;0
3759;160000;AREAL;Apartamento;;Pelotas RS;2;0;1;64;0
3737;160000;CENTRO;Conjunto Comercial/Sala;Praca Piratinino de Almeida;Pelotas RS;;0;0;;0
3804;160000;CENTRO;Apartamento;Marcilio Dias;Pelotas RS;2;0;1;;0
3852;160000;CENTRO;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;0;52;0
4005;160000;AREAL;Apartamento;;Pelotas RS;2;0;1;47;0
3994;160000;AREAL;Terreno Padrao;;Pelotas RS;;0;0;;0
4010;160000;FRAGATA;Apartamento;;Pelotas RS;2;0;1;45;0
4151;160000;CENTRO;Apartamento;Jose do Patrocinio;Pelotas RS;2;0;1;;0
4012;160000;TRES VENDAS;Casa;Estrada Alfredo Theodoro Born;Pelotas RS;3;0;3;240;0
4134;160000;FRAGATA;Casa;Avenida Imperador Dom Pedro I;Pelotas RS;2;0;1;60;0
4247;160000;FRAGATA;Apartamento;Endereco Nao Informado;Pelotas RS;3;0;1;75;0
4232;160000;FRAGATA;Casa;Passeio Maranhao;Pelotas RS;2;0;1;72;0
4628;160000;CENTRO;Apartamento;Marcilio Dias;Pelotas RS;2;0;1;;0
4253;160000;TRES VENDAS;Casa;Santiago Dantas;Pelotas RS;2;0;1;45;0
4329;160000;CENTRO;Casa;;Pelotas RS;2;0;0;120;0
4379;160000;Cascata;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;55000;0
4394;160000;LARANJAL;Terreno Padrao;Travessa 1;Pelotas RS;;0;0;;0
4718;160000;FRAGATA;Apartamento;Rua Goncalves Ledo;Pelotas RS;2;0;1;49;0
4672;160000;CENTRO;Terreno Padrao;Avenida Dr Albuquerque Barros;Pelotas RS;;0;0;720;0
4945;160000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;1;0;0;38;0
5400;160000;AREAL;Apartamento;Otacilio Fernandes Ratto;Pelotas RS;1;0;0;44;0
5075;160000;CENTRO;Terreno Padrao;Rua Conde de Porto Alegre;Pelotas RS;;0;0;;0
5156;160000;LARANJAL;Terreno Padrao;Uruguaiana;Pelotas RS;;0;0;;0
5202;160000;AREAL;Casa;Rua Dr Alvaro Barcelos;Pelotas RS;2;0;1;120;0
5210;160000;TRES VENDAS;Casa;Endereco Nao Informado;Pelotas RS;2;0;1;70;0
5245;160000;LARANJAL;Terreno Padrao;Uruguaiana;Pelotas RS;;0;0;;0
5352;160000;AREAL;Terreno Padrao;Rua Gal Vasco Alves;Pelotas RS;;0;0;;0
5542;160000;AREAL;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;0;50;0
5417;160000;Barro Duro;Terreno Padrao;Praca Aratiba;Pelotas RS;;0;0;;0
5431;160000;AREAL;Terreno Padrao;General Vasco Alves;Pelotas RS;;0;0;;0
5493;160000;FRAGATA;Casa;Endereco Nao Informado;Pelotas RS;2;0;0;47;0
3633;159500;FRAGATA;Apartamento;Rua Marcos Costa;Pelotas RS;2;0;1;43;0
5574;160000;Valverde;Terreno Padrao;Paulo de Souza Lobo;Pelotas RS;;0;0;;0
2684;159600;FRAGATA;Casa;Endereco Nao Informado;Pelotas RS;1;1;0;160;0
3288;159600;LARANJAL;Terreno Padrao;Endereco Nao Informado;Pelotas RS;;0;0;300;0
4991;159600;FRAGATA;Casa;Endereco Nao Informado;Pelotas RS;1;1;0;160;0
99;159000;CENTRO;Apartamento;;Pelotas RS;1;0;0;45;0
578;159000;FRAGATA;Apartamento;Avenida Duque de Caxias;Pelotas RS;2;0;1;50;0
107;159000;TRES VENDAS;Casa;;Pelotas RS;2;0;1;50;0
448;159000;CENTRO;Conjunto Comercial/Sala;;Pelotas RS;;0;0;48;0
692;159000;FRAGATA;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;0;54;0
1009;159000;FRAGATA;Apartamento;Proximo Padaria Estrela;Pelotas RS;2;0;1;52;0
726;159000;TRES VENDAS;Casa de Condominio;Rua Santiago Dantas;Pelotas RS;2;0;1;50;0
1055;159000;CENTRO;Apartamento;Marcilio Dias;Pelotas RS;2;0;1;;0
1025;159000;TRES VENDAS;Casa;Avenida Guadalajara;Pelotas RS;2;0;0;80;0
1786;159000;AREAL;Apartamento;Avenida Ferreira Viana;Pelotas RS;2;0;1;43;0
1124;159000;RECANTO DE PORTUGAL;Terreno Padrao;;Pelotas RS;;0;0;;0
1325;159000;TRES VENDAS;Casa;;Pelotas RS;2;0;2;48;0
1339;159000;RECANTO DE PORTUGAL;Terreno Padrao;Agueda;Pelotas RS;;0;0;;0
1959;159000;TRES VENDAS;Apartamento;;Pelotas RS;2;0;1;44;0
1943;159000;TRES VENDAS;Casa de Condominio;Rua Santiago Dantas;Pelotas RS;2;0;1;48;0
2148;159000;CENTRO;Apartamento;Juscelino Kubitschek de Oliveira;Pelotas RS;1;0;0;;0
2204;159000;CENTRO;Apartamento;Rua Garibaldi;Pelotas RS;2;0;1;53;0
2284;159000;TRES VENDAS;Apartamento;Endereco Nao Informado;Pelotas RS;2;0;0;48;0
2513;159000;AREAL;Apartamento;Barao Cotegipe De;Pelotas RS;2;0;1;44;0
2430;159000;TRES VENDAS;Casa;Endereco Nao Informado;Pelotas RS;2;0;2;45;0
2720;159000;AREAL;Apartamento;;Pelotas RS;2;0;1;49;0
